@relation 'trainingData-weka.filters.unsupervised.attribute.Remove-R2-6,8,10,13'

@attribute age numeric
@attribute housing {yes,no}
@attribute contact {unknown,cellular,telephone}
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute termDeposit {no,yes}

@data
44,no,cellular,aug,70,-1,0,unknown,no
46,no,cellular,aug,716,-1,0,unknown,yes
32,no,cellular,aug,67,-1,0,unknown,no
38,yes,cellular,aug,367,-1,0,unknown,no
52,no,cellular,aug,258,-1,0,unknown,no
32,no,cellular,aug,99,-1,0,unknown,no
56,no,cellular,aug,92,-1,0,unknown,no
54,no,cellular,aug,413,-1,0,unknown,no
31,no,cellular,aug,144,-1,0,unknown,no
45,no,cellular,aug,102,-1,0,unknown,no
41,no,cellular,aug,155,-1,0,unknown,no
39,no,cellular,aug,77,-1,0,unknown,no
46,no,cellular,aug,210,-1,0,unknown,no
34,no,cellular,aug,106,-1,0,unknown,no
49,no,cellular,aug,105,-1,0,unknown,no
35,no,cellular,aug,588,-1,0,unknown,no
53,no,cellular,aug,73,-1,0,unknown,no
36,no,cellular,aug,106,-1,0,unknown,no
49,no,cellular,aug,106,-1,0,unknown,no
39,no,cellular,aug,73,-1,0,unknown,no
46,no,cellular,aug,100,-1,0,unknown,no
38,no,cellular,aug,111,-1,0,unknown,no
57,no,cellular,aug,74,-1,0,unknown,no
31,yes,cellular,aug,303,-1,0,unknown,no
51,no,cellular,aug,39,-1,0,unknown,no
56,no,cellular,aug,86,-1,0,unknown,no
52,no,cellular,aug,217,-1,0,unknown,no
47,no,cellular,aug,72,-1,0,unknown,no
30,yes,cellular,aug,97,-1,0,unknown,no
42,no,cellular,aug,667,-1,0,unknown,no
38,no,cellular,aug,347,-1,0,unknown,no
45,no,cellular,aug,212,-1,0,unknown,no
46,no,cellular,aug,165,-1,0,unknown,no
48,no,cellular,aug,856,-1,0,unknown,yes
34,yes,cellular,aug,382,-1,0,unknown,no
55,no,cellular,aug,226,-1,0,unknown,no
34,no,cellular,aug,47,-1,0,unknown,no
39,no,cellular,aug,103,-1,0,unknown,no
32,yes,cellular,aug,156,-1,0,unknown,no
53,no,cellular,aug,147,-1,0,unknown,no
36,no,cellular,aug,386,-1,0,unknown,yes
54,no,cellular,aug,45,-1,0,unknown,no
33,no,cellular,aug,121,-1,0,unknown,no
30,no,cellular,aug,126,-1,0,unknown,no
30,no,cellular,aug,269,-1,0,unknown,no
60,no,cellular,aug,82,-1,0,unknown,no
33,no,cellular,aug,71,-1,0,unknown,no
43,no,cellular,aug,270,-1,0,unknown,no
39,no,cellular,aug,187,-1,0,unknown,no
31,yes,cellular,aug,565,-1,0,unknown,no
58,no,cellular,aug,226,-1,0,unknown,no
35,no,cellular,aug,239,-1,0,unknown,no
45,no,cellular,aug,71,-1,0,unknown,no
48,no,cellular,aug,297,-1,0,unknown,no
56,no,cellular,aug,115,-1,0,unknown,no
32,no,cellular,aug,55,-1,0,unknown,no
56,no,cellular,aug,164,-1,0,unknown,no
44,yes,cellular,aug,88,-1,0,unknown,no
31,no,cellular,aug,69,-1,0,unknown,no
46,no,cellular,aug,138,-1,0,unknown,no
45,yes,cellular,aug,243,-1,0,unknown,no
30,yes,cellular,aug,166,-1,0,unknown,no
27,yes,cellular,aug,82,-1,0,unknown,no
52,no,cellular,aug,179,-1,0,unknown,no
36,no,cellular,aug,108,-1,0,unknown,no
30,no,cellular,aug,187,-1,0,unknown,no
39,no,cellular,aug,121,-1,0,unknown,no
31,no,cellular,aug,257,-1,0,unknown,no
37,no,cellular,aug,90,-1,0,unknown,no
40,no,cellular,aug,275,-1,0,unknown,no
33,no,cellular,aug,99,-1,0,unknown,no
30,no,cellular,aug,101,-1,0,unknown,no
34,no,cellular,aug,72,-1,0,unknown,no
59,no,cellular,aug,104,-1,0,unknown,no
55,no,cellular,aug,210,-1,0,unknown,no
30,yes,cellular,aug,384,-1,0,unknown,yes
58,no,cellular,aug,273,-1,0,unknown,no
32,yes,cellular,aug,95,-1,0,unknown,no
31,no,cellular,aug,70,-1,0,unknown,no
31,no,cellular,aug,97,-1,0,unknown,no
33,no,cellular,aug,237,-1,0,unknown,no
34,no,cellular,aug,116,-1,0,unknown,no
31,no,cellular,aug,72,-1,0,unknown,no
30,no,cellular,aug,217,-1,0,unknown,no
35,yes,cellular,aug,169,-1,0,unknown,no
49,no,cellular,aug,97,-1,0,unknown,no
45,no,cellular,aug,79,-1,0,unknown,no
35,no,cellular,aug,86,-1,0,unknown,no
54,yes,cellular,aug,56,-1,0,unknown,no
42,no,cellular,aug,149,-1,0,unknown,no
34,no,cellular,aug,246,-1,0,unknown,no
46,no,cellular,aug,139,-1,0,unknown,no
43,no,cellular,aug,160,-1,0,unknown,no
47,no,cellular,aug,356,-1,0,unknown,no
31,yes,cellular,aug,135,-1,0,unknown,no
35,no,cellular,aug,309,-1,0,unknown,no
46,no,cellular,aug,53,-1,0,unknown,no
59,no,cellular,aug,250,-1,0,unknown,no
30,no,cellular,aug,545,-1,0,unknown,yes
53,no,cellular,aug,168,-1,0,unknown,no
59,no,cellular,aug,230,-1,0,unknown,no
46,no,cellular,aug,72,-1,0,unknown,no
35,no,cellular,aug,204,-1,0,unknown,no
45,no,cellular,aug,52,-1,0,unknown,no
36,no,cellular,aug,242,-1,0,unknown,no
30,no,cellular,aug,194,-1,0,unknown,no
34,yes,cellular,aug,111,-1,0,unknown,no
60,no,cellular,aug,231,-1,0,unknown,no
52,no,cellular,aug,126,-1,0,unknown,no
45,no,cellular,aug,317,-1,0,unknown,no
33,no,cellular,aug,285,-1,0,unknown,no
41,no,cellular,aug,228,-1,0,unknown,no
33,no,cellular,aug,76,-1,0,unknown,no
34,no,cellular,aug,149,-1,0,unknown,no
34,no,cellular,aug,331,-1,0,unknown,no
46,no,cellular,aug,80,-1,0,unknown,no
43,yes,cellular,aug,209,-1,0,unknown,no
33,no,cellular,aug,1070,-1,0,unknown,yes
57,no,cellular,aug,610,-1,0,unknown,yes
31,no,cellular,aug,140,-1,0,unknown,no
30,no,cellular,aug,96,-1,0,unknown,no
46,no,cellular,aug,139,-1,0,unknown,no
49,no,cellular,aug,51,-1,0,unknown,no
60,no,cellular,aug,152,-1,0,unknown,no
33,no,cellular,aug,699,-1,0,unknown,yes
32,yes,cellular,aug,255,-1,0,unknown,no
35,no,cellular,aug,591,-1,0,unknown,no
30,no,cellular,aug,65,-1,0,unknown,no
47,no,cellular,aug,53,-1,0,unknown,no
53,no,cellular,aug,102,-1,0,unknown,no
41,yes,cellular,aug,389,-1,0,unknown,no
35,no,cellular,aug,917,-1,0,unknown,yes
32,no,cellular,aug,104,-1,0,unknown,no
34,no,cellular,aug,36,-1,0,unknown,no
60,no,cellular,aug,247,-1,0,unknown,no
41,yes,cellular,aug,55,-1,0,unknown,no
30,yes,cellular,aug,272,-1,0,unknown,no
40,no,cellular,aug,1099,-1,0,unknown,no
37,no,cellular,aug,331,-1,0,unknown,no
45,no,cellular,aug,108,-1,0,unknown,no
56,no,cellular,aug,111,-1,0,unknown,no
46,no,cellular,aug,83,-1,0,unknown,no
46,no,cellular,aug,79,-1,0,unknown,no
36,no,cellular,aug,146,-1,0,unknown,no
33,yes,cellular,aug,104,-1,0,unknown,no
49,no,cellular,aug,165,-1,0,unknown,no
34,no,cellular,aug,103,-1,0,unknown,no
57,no,cellular,aug,194,-1,0,unknown,no
34,no,cellular,aug,68,-1,0,unknown,no
55,no,cellular,aug,189,-1,0,unknown,no
39,yes,cellular,aug,744,-1,0,unknown,yes
32,no,cellular,aug,163,-1,0,unknown,no
53,no,cellular,aug,608,-1,0,unknown,yes
36,no,cellular,aug,214,-1,0,unknown,no
31,no,cellular,aug,33,-1,0,unknown,no
58,no,cellular,aug,121,-1,0,unknown,no
50,no,telephone,aug,80,-1,0,unknown,no
46,no,cellular,aug,211,-1,0,unknown,no
58,no,cellular,aug,566,-1,0,unknown,no
49,no,cellular,aug,317,-1,0,unknown,no
30,no,cellular,aug,370,-1,0,unknown,no
37,yes,cellular,aug,232,-1,0,unknown,no
59,no,cellular,aug,120,-1,0,unknown,no
38,no,cellular,aug,63,-1,0,unknown,no
55,yes,cellular,aug,103,-1,0,unknown,no
30,no,cellular,aug,69,-1,0,unknown,no
39,no,cellular,aug,1141,-1,0,unknown,yes
48,no,cellular,aug,135,-1,0,unknown,no
41,yes,cellular,aug,734,-1,0,unknown,yes
41,no,cellular,aug,153,-1,0,unknown,no
53,no,cellular,aug,121,-1,0,unknown,no
55,no,cellular,aug,262,-1,0,unknown,no
32,no,cellular,aug,1238,-1,0,unknown,yes
36,no,cellular,aug,149,-1,0,unknown,no
32,no,cellular,aug,382,-1,0,unknown,no
34,no,cellular,aug,383,-1,0,unknown,no
37,yes,cellular,aug,280,-1,0,unknown,no
34,no,unknown,aug,93,-1,0,unknown,no
32,yes,cellular,aug,76,-1,0,unknown,no
38,no,cellular,aug,176,-1,0,unknown,no
37,no,cellular,aug,187,-1,0,unknown,no
53,no,cellular,aug,246,-1,0,unknown,no
57,no,cellular,aug,107,-1,0,unknown,no
35,no,cellular,aug,109,-1,0,unknown,no
30,no,cellular,aug,381,-1,0,unknown,no
31,no,cellular,aug,445,-1,0,unknown,no
40,no,cellular,aug,129,-1,0,unknown,no
35,yes,cellular,aug,80,-1,0,unknown,no
31,no,cellular,aug,720,-1,0,unknown,yes
35,yes,cellular,aug,227,-1,0,unknown,no
30,no,cellular,aug,161,-1,0,unknown,no
32,yes,cellular,aug,238,-1,0,unknown,no
45,yes,cellular,aug,173,-1,0,unknown,no
33,no,cellular,aug,90,-1,0,unknown,no
59,no,cellular,aug,139,-1,0,unknown,no
40,yes,cellular,aug,265,-1,0,unknown,no
32,yes,cellular,aug,67,-1,0,unknown,no
32,no,cellular,aug,379,-1,0,unknown,no
51,yes,cellular,aug,126,-1,0,unknown,no
33,no,cellular,aug,117,-1,0,unknown,no
37,no,cellular,aug,933,-1,0,unknown,yes
59,no,cellular,aug,77,-1,0,unknown,no
32,no,cellular,aug,221,-1,0,unknown,no
38,no,cellular,aug,148,-1,0,unknown,no
52,no,cellular,aug,149,-1,0,unknown,no
32,no,cellular,aug,80,-1,0,unknown,no
37,yes,cellular,aug,214,-1,0,unknown,no
30,no,cellular,aug,132,-1,0,unknown,no
33,no,cellular,aug,240,-1,0,unknown,no
32,no,cellular,aug,385,-1,0,unknown,no
30,yes,cellular,aug,249,-1,0,unknown,no
31,no,cellular,aug,104,-1,0,unknown,no
43,yes,cellular,aug,124,-1,0,unknown,no
31,no,cellular,aug,117,-1,0,unknown,no
31,no,cellular,aug,312,-1,0,unknown,no
49,no,cellular,aug,157,-1,0,unknown,no
32,no,cellular,aug,1144,-1,0,unknown,no
30,no,cellular,aug,485,-1,0,unknown,no
56,no,cellular,aug,67,-1,0,unknown,no
47,yes,cellular,aug,293,-1,0,unknown,no
30,no,cellular,aug,345,-1,0,unknown,no
50,no,cellular,aug,72,-1,0,unknown,no
42,no,cellular,aug,101,-1,0,unknown,no
51,no,cellular,aug,663,-1,0,unknown,yes
43,no,cellular,aug,95,-1,0,unknown,no
36,no,cellular,aug,268,-1,0,unknown,no
31,no,telephone,aug,133,-1,0,unknown,no
34,no,cellular,aug,57,-1,0,unknown,no
37,yes,cellular,aug,209,-1,0,unknown,no
40,no,cellular,aug,94,-1,0,unknown,no
41,no,cellular,aug,1242,-1,0,unknown,yes
55,no,cellular,aug,236,-1,0,unknown,no
39,no,cellular,aug,230,-1,0,unknown,no
35,no,cellular,aug,444,-1,0,unknown,yes
59,no,cellular,aug,239,-1,0,unknown,no
46,yes,cellular,aug,249,-1,0,unknown,no
50,no,cellular,aug,277,-1,0,unknown,no
38,yes,cellular,aug,1687,-1,0,unknown,no
57,no,cellular,aug,231,-1,0,unknown,no
53,no,cellular,aug,277,-1,0,unknown,no
34,no,cellular,aug,101,-1,0,unknown,no
44,no,cellular,aug,295,-1,0,unknown,no
30,yes,cellular,aug,247,-1,0,unknown,no
58,no,cellular,aug,270,-1,0,unknown,no
34,no,cellular,aug,1080,-1,0,unknown,yes
38,no,cellular,aug,220,-1,0,unknown,no
34,yes,cellular,aug,159,-1,0,unknown,no
50,yes,cellular,aug,40,-1,0,unknown,no
56,no,cellular,aug,179,-1,0,unknown,no
31,no,cellular,aug,1504,-1,0,unknown,no
50,no,cellular,aug,85,-1,0,unknown,no
34,no,cellular,aug,342,-1,0,unknown,no
33,no,cellular,aug,566,-1,0,unknown,no
52,no,cellular,aug,356,-1,0,unknown,no
32,no,cellular,aug,159,-1,0,unknown,no
47,no,cellular,aug,479,-1,0,unknown,yes
40,yes,cellular,aug,226,-1,0,unknown,no
59,no,cellular,aug,91,-1,0,unknown,no
30,no,cellular,aug,154,-1,0,unknown,no
50,no,cellular,aug,509,-1,0,unknown,no
32,no,cellular,aug,161,-1,0,unknown,no
46,no,cellular,aug,645,-1,0,unknown,yes
32,no,cellular,aug,204,-1,0,unknown,no
60,no,cellular,aug,506,-1,0,unknown,yes
57,no,cellular,aug,80,-1,0,unknown,no
58,no,cellular,aug,219,-1,0,unknown,no
39,no,cellular,aug,96,-1,0,unknown,no
36,no,cellular,aug,92,-1,0,unknown,no
56,no,cellular,aug,150,-1,0,unknown,no
51,no,cellular,aug,359,-1,0,unknown,no
33,no,cellular,aug,72,-1,0,unknown,no
56,yes,cellular,aug,614,-1,0,unknown,no
44,no,cellular,aug,327,-1,0,unknown,no
49,no,cellular,aug,144,-1,0,unknown,no
44,no,cellular,aug,56,-1,0,unknown,no
33,no,cellular,aug,75,-1,0,unknown,no
31,no,cellular,aug,348,-1,0,unknown,no
37,no,cellular,aug,132,-1,0,unknown,no
33,yes,cellular,aug,191,-1,0,unknown,no
49,no,cellular,aug,428,-1,0,unknown,no
31,no,cellular,aug,82,-1,0,unknown,no
33,no,cellular,aug,172,-1,0,unknown,no
48,yes,cellular,aug,127,-1,0,unknown,no
30,no,cellular,aug,72,-1,0,unknown,no
46,no,cellular,aug,185,-1,0,unknown,no
41,no,cellular,aug,140,-1,0,unknown,no
57,no,cellular,aug,1134,-1,0,unknown,yes
54,no,cellular,aug,81,-1,0,unknown,no
30,no,cellular,aug,91,-1,0,unknown,no
31,no,cellular,aug,138,-1,0,unknown,no
30,no,cellular,aug,111,-1,0,unknown,no
35,no,cellular,aug,143,-1,0,unknown,no
58,no,cellular,aug,64,-1,0,unknown,no
40,no,cellular,aug,117,-1,0,unknown,no
31,no,cellular,aug,178,-1,0,unknown,no
42,no,cellular,aug,51,-1,0,unknown,no
46,yes,cellular,aug,235,-1,0,unknown,no
59,no,cellular,aug,256,-1,0,unknown,no
58,no,cellular,aug,364,-1,0,unknown,no
49,no,cellular,aug,138,-1,0,unknown,no
34,yes,cellular,aug,68,-1,0,unknown,no
33,yes,cellular,aug,58,-1,0,unknown,no
30,no,cellular,aug,96,-1,0,unknown,no
34,no,cellular,aug,237,-1,0,unknown,no
32,no,cellular,aug,181,-1,0,unknown,no
52,no,cellular,aug,106,-1,0,unknown,no
58,yes,cellular,aug,110,-1,0,unknown,no
36,no,cellular,aug,122,-1,0,unknown,no
30,no,cellular,aug,52,-1,0,unknown,no
36,no,cellular,aug,126,-1,0,unknown,no
35,no,cellular,aug,95,-1,0,unknown,no
59,no,cellular,aug,365,-1,0,unknown,no
37,no,cellular,aug,63,-1,0,unknown,no
30,no,cellular,aug,250,-1,0,unknown,no
31,no,cellular,aug,213,-1,0,unknown,no
56,no,cellular,aug,63,-1,0,unknown,no
47,no,cellular,aug,68,-1,0,unknown,no
58,no,cellular,aug,74,-1,0,unknown,no
30,no,cellular,aug,29,-1,0,unknown,no
50,no,cellular,aug,867,-1,0,unknown,no
54,no,cellular,aug,117,-1,0,unknown,no
54,yes,cellular,aug,139,-1,0,unknown,no
32,yes,cellular,aug,971,-1,0,unknown,yes
40,yes,cellular,aug,196,-1,0,unknown,no
32,no,cellular,aug,105,-1,0,unknown,no
30,no,cellular,aug,193,-1,0,unknown,no
31,no,cellular,aug,220,-1,0,unknown,no
31,yes,cellular,aug,130,-1,0,unknown,no
34,no,cellular,aug,256,-1,0,unknown,no
47,no,cellular,aug,232,-1,0,unknown,no
41,yes,cellular,aug,95,-1,0,unknown,no
55,no,cellular,aug,101,-1,0,unknown,no
38,no,cellular,aug,138,-1,0,unknown,no
41,yes,cellular,aug,148,-1,0,unknown,no
36,no,cellular,aug,396,-1,0,unknown,yes
52,no,cellular,aug,603,-1,0,unknown,no
35,no,cellular,aug,69,-1,0,unknown,no
37,no,cellular,aug,87,-1,0,unknown,no
54,no,cellular,aug,100,-1,0,unknown,no
32,no,cellular,aug,155,-1,0,unknown,no
53,no,cellular,aug,123,-1,0,unknown,no
50,yes,cellular,aug,338,-1,0,unknown,no
33,no,cellular,aug,104,-1,0,unknown,no
44,no,cellular,aug,85,-1,0,unknown,no
31,yes,cellular,aug,177,-1,0,unknown,no
30,no,cellular,aug,88,-1,0,unknown,no
53,no,cellular,aug,150,-1,0,unknown,no
33,no,cellular,aug,137,-1,0,unknown,no
30,no,cellular,aug,105,-1,0,unknown,no
42,no,cellular,aug,126,-1,0,unknown,no
30,yes,cellular,aug,241,-1,0,unknown,no
43,no,cellular,aug,603,-1,0,unknown,no
59,no,cellular,aug,66,-1,0,unknown,no
33,no,cellular,aug,109,-1,0,unknown,no
33,no,cellular,aug,439,-1,0,unknown,yes
34,yes,cellular,aug,107,-1,0,unknown,no
52,no,cellular,aug,252,-1,0,unknown,no
54,yes,cellular,aug,143,-1,0,unknown,no
45,no,cellular,aug,73,-1,0,unknown,no
33,no,cellular,aug,61,-1,0,unknown,no
49,no,cellular,aug,238,-1,0,unknown,no
46,yes,cellular,aug,73,-1,0,unknown,no
35,no,cellular,aug,80,-1,0,unknown,no
30,no,cellular,aug,111,-1,0,unknown,no
59,no,cellular,aug,171,-1,0,unknown,no
33,no,cellular,aug,436,-1,0,unknown,no
38,no,cellular,aug,119,-1,0,unknown,no
48,no,cellular,aug,152,-1,0,unknown,no
34,yes,cellular,aug,131,-1,0,unknown,no
31,no,cellular,aug,150,-1,0,unknown,no
52,yes,cellular,aug,128,-1,0,unknown,no
35,no,cellular,aug,64,-1,0,unknown,no
57,no,cellular,aug,108,-1,0,unknown,no
45,no,cellular,aug,84,-1,0,unknown,no
57,yes,cellular,aug,157,-1,0,unknown,no
30,no,cellular,aug,312,-1,0,unknown,no
47,yes,cellular,aug,388,-1,0,unknown,no
37,no,cellular,aug,144,-1,0,unknown,no
58,no,cellular,aug,231,-1,0,unknown,no
54,yes,cellular,aug,205,-1,0,unknown,no
44,no,cellular,aug,163,-1,0,unknown,no
43,no,cellular,aug,121,-1,0,unknown,no
57,yes,cellular,aug,865,-1,0,unknown,yes
46,yes,cellular,aug,370,-1,0,unknown,no
57,no,cellular,aug,106,-1,0,unknown,no
41,yes,cellular,aug,173,-1,0,unknown,no
49,no,cellular,aug,201,-1,0,unknown,no
38,no,cellular,aug,191,-1,0,unknown,no
31,no,cellular,aug,433,-1,0,unknown,no
46,no,cellular,aug,1181,-1,0,unknown,yes
58,no,cellular,aug,92,-1,0,unknown,no
33,no,cellular,aug,76,-1,0,unknown,no
30,no,cellular,aug,91,-1,0,unknown,no
45,no,cellular,aug,536,-1,0,unknown,no
54,no,cellular,aug,398,-1,0,unknown,no
49,no,cellular,aug,884,-1,0,unknown,yes
55,no,cellular,aug,1650,-1,0,unknown,no
45,no,cellular,aug,149,-1,0,unknown,no
30,no,cellular,aug,297,-1,0,unknown,no
54,no,cellular,aug,127,-1,0,unknown,no
30,no,cellular,aug,72,-1,0,unknown,no
42,yes,telephone,aug,58,-1,0,unknown,no
38,no,cellular,aug,926,-1,0,unknown,yes
31,yes,cellular,aug,359,-1,0,unknown,no
34,no,cellular,aug,117,-1,0,unknown,no
39,yes,cellular,aug,254,-1,0,unknown,no
50,no,cellular,aug,121,-1,0,unknown,no
60,no,cellular,aug,355,-1,0,unknown,no
36,no,cellular,aug,587,-1,0,unknown,yes
47,no,cellular,aug,111,-1,0,unknown,no
60,no,cellular,aug,139,-1,0,unknown,no
59,no,cellular,aug,632,-1,0,unknown,no
48,yes,cellular,aug,186,-1,0,unknown,no
30,yes,cellular,aug,112,-1,0,unknown,no
49,no,cellular,aug,225,-1,0,unknown,no
55,yes,cellular,aug,112,-1,0,unknown,no
31,no,cellular,aug,284,-1,0,unknown,no
54,yes,cellular,aug,306,-1,0,unknown,no
49,no,cellular,aug,696,-1,0,unknown,yes
31,no,cellular,aug,192,-1,0,unknown,no
34,no,cellular,aug,105,-1,0,unknown,no
45,no,cellular,aug,114,-1,0,unknown,no
43,no,cellular,aug,105,-1,0,unknown,no
57,no,cellular,aug,116,-1,0,unknown,no
59,no,cellular,aug,464,-1,0,unknown,no
32,no,cellular,aug,142,-1,0,unknown,no
55,no,cellular,aug,187,-1,0,unknown,no
36,yes,cellular,aug,338,-1,0,unknown,no
52,no,cellular,aug,158,-1,0,unknown,no
49,no,cellular,aug,645,-1,0,unknown,yes
50,no,cellular,aug,246,-1,0,unknown,no
41,yes,cellular,aug,304,-1,0,unknown,no
49,no,cellular,aug,559,-1,0,unknown,yes
38,no,cellular,aug,1092,-1,0,unknown,yes
49,no,cellular,aug,174,-1,0,unknown,no
48,no,cellular,aug,127,-1,0,unknown,no
54,no,telephone,aug,128,-1,0,unknown,no
31,no,cellular,aug,1344,-1,0,unknown,yes
31,no,cellular,aug,127,-1,0,unknown,no
34,yes,cellular,aug,178,-1,0,unknown,no
34,yes,cellular,aug,1307,-1,0,unknown,yes
47,no,cellular,aug,153,-1,0,unknown,no
39,yes,cellular,aug,1344,-1,0,unknown,yes
31,yes,cellular,aug,264,-1,0,unknown,no
42,no,cellular,aug,213,-1,0,unknown,no
31,no,cellular,aug,111,-1,0,unknown,no
33,no,cellular,aug,978,-1,0,unknown,yes
47,yes,cellular,aug,588,-1,0,unknown,no
54,no,cellular,aug,145,-1,0,unknown,no
54,no,cellular,aug,50,-1,0,unknown,no
40,no,cellular,aug,432,-1,0,unknown,yes
47,yes,cellular,aug,1613,-1,0,unknown,yes
32,no,cellular,aug,141,-1,0,unknown,no
32,no,cellular,aug,439,-1,0,unknown,no
59,no,cellular,aug,141,-1,0,unknown,no
33,no,cellular,aug,260,-1,0,unknown,no
47,no,cellular,aug,864,-1,0,unknown,no
48,no,cellular,aug,645,-1,0,unknown,no
50,no,cellular,aug,474,-1,0,unknown,no
60,yes,cellular,aug,128,-1,0,unknown,no
32,no,cellular,aug,418,-1,0,unknown,no
42,no,cellular,aug,226,-1,0,unknown,no
49,no,cellular,aug,252,-1,0,unknown,no
32,no,cellular,aug,140,-1,0,unknown,no
30,no,cellular,aug,180,-1,0,unknown,no
47,no,cellular,aug,483,-1,0,unknown,no
48,no,cellular,aug,409,-1,0,unknown,no
54,no,cellular,aug,222,-1,0,unknown,no
37,no,cellular,aug,664,-1,0,unknown,yes
54,no,cellular,aug,612,-1,0,unknown,no
52,yes,cellular,aug,129,-1,0,unknown,no
36,no,cellular,aug,243,-1,0,unknown,no
49,yes,cellular,aug,178,-1,0,unknown,no
48,no,cellular,aug,787,-1,0,unknown,no
59,no,cellular,aug,124,-1,0,unknown,no
33,yes,cellular,aug,284,-1,0,unknown,no
36,no,cellular,aug,129,-1,0,unknown,no
48,no,cellular,aug,228,-1,0,unknown,no
44,no,cellular,aug,508,-1,0,unknown,no
50,no,cellular,aug,460,-1,0,unknown,no
30,no,cellular,aug,796,-1,0,unknown,yes
58,no,cellular,aug,136,-1,0,unknown,no
32,no,cellular,aug,58,-1,0,unknown,no
44,yes,cellular,aug,112,-1,0,unknown,no
32,no,cellular,aug,204,-1,0,unknown,no
33,yes,cellular,aug,711,-1,0,unknown,no
31,no,cellular,aug,121,-1,0,unknown,no
43,no,cellular,aug,321,-1,0,unknown,no
41,yes,cellular,aug,1476,-1,0,unknown,no
34,yes,cellular,aug,204,-1,0,unknown,no
50,no,cellular,aug,161,-1,0,unknown,no
33,yes,cellular,aug,507,-1,0,unknown,no
49,no,cellular,aug,77,-1,0,unknown,no
50,yes,telephone,aug,767,-1,0,unknown,no
41,no,cellular,aug,111,-1,0,unknown,no
34,yes,cellular,aug,168,-1,0,unknown,no
45,no,cellular,aug,239,-1,0,unknown,no
55,no,cellular,aug,139,-1,0,unknown,no
33,no,cellular,aug,78,-1,0,unknown,no
55,no,cellular,aug,295,-1,0,unknown,no
52,no,cellular,aug,224,-1,0,unknown,no
52,yes,cellular,aug,156,-1,0,unknown,no
33,no,cellular,aug,206,-1,0,unknown,no
52,no,cellular,aug,176,-1,0,unknown,no
46,no,cellular,aug,69,-1,0,unknown,no
37,no,cellular,aug,244,-1,0,unknown,no
46,no,cellular,aug,77,-1,0,unknown,no
57,no,cellular,aug,189,-1,0,unknown,no
38,yes,cellular,aug,187,-1,0,unknown,no
32,no,cellular,aug,132,-1,0,unknown,no
51,no,cellular,aug,186,-1,0,unknown,no
46,no,cellular,aug,78,-1,0,unknown,no
31,yes,cellular,aug,460,-1,0,unknown,no
32,yes,cellular,aug,100,-1,0,unknown,no
35,yes,cellular,aug,96,-1,0,unknown,no
40,no,cellular,aug,1842,-1,0,unknown,yes
45,no,cellular,aug,332,-1,0,unknown,no
60,no,cellular,aug,159,-1,0,unknown,no
54,no,telephone,aug,127,-1,0,unknown,no
57,no,cellular,aug,303,-1,0,unknown,no
54,no,cellular,aug,969,-1,0,unknown,yes
52,yes,cellular,aug,295,-1,0,unknown,no
51,no,cellular,aug,157,-1,0,unknown,no
51,no,cellular,aug,89,-1,0,unknown,no
31,yes,cellular,aug,703,-1,0,unknown,yes
32,no,telephone,aug,618,-1,0,unknown,yes
41,no,cellular,aug,152,-1,0,unknown,no
51,no,cellular,aug,131,-1,0,unknown,no
49,no,cellular,aug,272,-1,0,unknown,no
33,no,cellular,aug,460,-1,0,unknown,no
39,no,cellular,aug,247,-1,0,unknown,no
36,no,cellular,aug,526,-1,0,unknown,yes
58,no,cellular,aug,455,-1,0,unknown,yes
49,no,telephone,aug,214,-1,0,unknown,no
38,yes,cellular,aug,139,-1,0,unknown,no
57,no,cellular,aug,142,-1,0,unknown,no
45,no,cellular,aug,258,-1,0,unknown,no
51,no,cellular,aug,287,-1,0,unknown,no
50,yes,cellular,aug,185,-1,0,unknown,no
45,no,cellular,aug,211,-1,0,unknown,no
54,no,cellular,aug,73,-1,0,unknown,no
34,no,cellular,aug,121,-1,0,unknown,no
56,no,cellular,aug,900,-1,0,unknown,no
53,no,cellular,aug,112,-1,0,unknown,no
53,no,cellular,aug,88,-1,0,unknown,no
55,no,cellular,aug,123,-1,0,unknown,no
56,no,cellular,aug,112,-1,0,unknown,no
33,yes,cellular,aug,115,-1,0,unknown,no
35,no,cellular,aug,73,-1,0,unknown,no
56,no,cellular,aug,71,-1,0,unknown,no
54,no,cellular,aug,110,-1,0,unknown,no
58,no,cellular,aug,109,-1,0,unknown,no
50,yes,cellular,aug,221,-1,0,unknown,no
49,no,cellular,aug,233,-1,0,unknown,no
58,no,cellular,aug,57,-1,0,unknown,no
48,no,cellular,aug,227,-1,0,unknown,no
33,no,cellular,aug,142,-1,0,unknown,no
59,no,cellular,aug,127,-1,0,unknown,no
32,no,cellular,aug,283,-1,0,unknown,no
52,no,cellular,aug,91,-1,0,unknown,no
47,no,cellular,aug,170,-1,0,unknown,no
58,no,cellular,aug,460,-1,0,unknown,no
50,no,cellular,aug,114,-1,0,unknown,no
40,yes,cellular,aug,100,-1,0,unknown,no
51,no,cellular,aug,114,-1,0,unknown,no
41,no,cellular,aug,183,-1,0,unknown,no
34,no,cellular,aug,80,-1,0,unknown,no
